description,brand,image_url,product_page_url,name,price
"Descrizione:
•
stufa ermetica
con la possibilità di prelevare l’aria comburente direttamente dall’esterno
• struttura in acciaio con rivestimento in ceramica
• porta con doppio vetro
• vetro ceramico (800°) con sistema di auto pulizia
•
Balanced Door
, porta con sistema autobilanciante
• uscita aria calda frontale
• ventilatore regolabile su più velocità e
Zero Speed Fan
(esclude la ventilazione aumentando il comfort acustico e favorisce una diffusione di calore naturale)
• pannello digitale con controllo a sfioramento
• fasce orarie di funzionamento programmabili su base giornaliera e settimanale
• predisposizione per
Connection Box
• scambiatore ad alta efficienza a tubi di fumo
• braciere in ghisa
• ampio cassetto di raccolta cenere e sistema
Speedy Clean
• sistema
Quick Start
(riduce i tempi di accensione)
• sistema a
Stella
di caricamento del pellet

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 12.04 kW
Rendimento alla potenza termica nominale: 88.54 %
Autonomia di funzionamento max: 27 h
Capacità serbatoio di alimentazione: 22 kg
Consumo orario pellet: 0.83 - 2.79 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
61 x 54 x 119 cm - 190 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/variante/50857.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/aria/anna-ceramica-rosso-bordeaux-12-kw-aria-ventilata-0-speed-fan,Stufa a pellet Ecofire Anna 12 aria,N/A
"Descrizione:
• stufa salvaspazio
ermetica, idro ventilata
• rivestimento in acciaio verniciato. Il fianco destro in nero lucido e quello sinistro disponibile in vari colori.
• porta con doppio vetro; quello estetico è un
vetro temprato nero
che diventa trasparente in presenza del fuoco
• portina con vetro ceramico e sistema di auto pulizia
•
Balanced Door
, porta con sistema autobilanciante
•
gruppo idraulico integrato
composto da circolatore, valvola di sicurezza, vaso di espansione chiuso e manometro
•
valvola anticondensa integrata
• display digitale per la gestione delle impostazioni e dei parametri di funzionamento
• programmatore digitale per la gestione delle fasce orarie di funzionamento
• predisposizione per
Connection Box
• braciere in ghisa
•
Complete Burning System
: sistema di combustione totale con minima produzione di cenere
•
Self Cleaning System
: esclusivo sistema di autopulizia totale sia del braciere che dei tubi di scambio
• ampio cassetto di raccolta cenere e sistema
Speedy Clean
• sistema
Quick Start
(riduce i tempi di accensione)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 13 kW
Potenza termica diretta all'acqua: 12 kW
Rendimento alla potenza termica nominale: 95.4 %
Autonomia di funzionamento max: 33 h
Capacità serbatoio di alimentazione: 30 kg
Consumo orario pellet: 0.91 - 2.82 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
101 x 36 x 116 cm - 244 kg

Classe Energetica:
A++",Palazzetti,https://cdn.palazzetti.it/website/pim/design/47834.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/acqua-aria/tiffany-idro-acciaio-bianco-13-kw-acqua,Stufa a pellet Tiffany Idro,N/A
"Descrizione:
• focolare con base in ghisa e pareti in materiale refrattario che ottimizza la combustione e l’irraggiamento
• panoramica visione della fiamma con taglio 25/9
• portina in vetro ceramico con scorrimento fluido e silenzioso
• pulizia semplificata, il vetro si apre anche a battente
• sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portaceppi e bocchette regolabili

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 18.3 kW
Potenza termica nominale: 14.1 kW
Rendimento alla potenza termica nominale: 77.1 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
135 x 53 x 154 cm - 315 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/40866.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-mx/ecomonoblocco-mx-25-9-frontale-magnofix-14-kw-aria-irraggiamento,Caminetto a legna Ecomonoblocco MX25:9 Frontale,N/A
"Descrizione:
• stufa salvaspazio
ermetica, idro ventilata
• rivestimento in acciaio verniciato e vetro
• porta con doppio vetro; quello estetico è un
vetro temprato nero
che diventa trasparente in presenza del fuoco
• portina con vetro ceramico e sistema di auto pulizia
•
Balanced Door
, porta con sistema autobilanciante
•
gruppo idraulico integrato
composto da circolatore, valvola di sicurezza, vaso di espansione chiuso e manometro
•
valvola anticondensa integrata
• display digitale per la gestione delle impostazioni e dei parametri di funzionamento
• programmatore digitale per la gestione delle fasce orarie di funzionamento
• predisposizione per
Connection Box
• braciere in ghisa
•
Complete Burning System
: sistema di combustione totale con minima produzione di cenere
•
Self Cleaning System
: esclusivo sistema di autopulizia totale sia del braciere che dei tubi di scambio
• ampio cassetto di raccolta cenere e sistema
Speedy Clean
• sistema
Quick Start
(riduce i tempi di accensione)
• predisposta per l’uscita fumi e la ripresa dell’aria coassiale superiore, integrata nella geometria della stufa

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 20.5 kW
Potenza termica diretta all'acqua: 19 kW
Rendimento alla potenza termica nominale: 94.4 %
Autonomia di funzionamento max: 33 h
Capacità serbatoio di alimentazione: 30 kg
Consumo orario pellet: 0.91 - 4.51 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
101 x 36 x 116 cm - 248 kg

Classe Energetica:
A++",Palazzetti,https://cdn.palazzetti.it/website/pim/design/51056.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/acqua-aria/tiffany-idro-us-acciaio-caffellatte-21-kw-us-acqua,Stufa a pellet Ecofire Tiffany Idro,N/A
"Descrizione:
• portina in vetro ceramico a due lati
• bocchette regolabili con raccordi e prolunga flessibile
• focolare in ghisa
• valvola fumi ad apertura automatica
• la versione con
O
2
ring
è dotato di tecnologia per l'abbattimento delle emissioni

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 18.6 kW
Potenza termica nominale: 14.4 kW
Rendimento alla potenza termica nominale: 77.4 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
88 x 59 x 186 cm - 215 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/46484.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/monoblocco-easy-line/monoblocco-el-78-angolo-ghisa-nero-17-8-kw-destro-o2ring-aria-irraggiamento,Caminetto a legna Monoblocco 78 Easy Line Destro aria + O2Ring aria,N/A
"Descrizione:
• stufa a legna con rivestimento in acciaio verniciato e top e basamento in ghisa
• riscalda per irraggiamento e convezione naturale
• ampia e profonda camera di combustione per bruciare legna di media/grande pezzatura
• cassetto cenere estraibile
• tubo da 1 metro di serie (2x50cm)
• regolazione indipendente dell'aria primaria e di pulizia vetro
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 12.1 kW
Potenza termica nominale: 10.4 kW
Rendimento alla potenza termica nominale: 85.8 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
58 x 55 x 95 cm - 150 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/49866.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/charlotte-acciaio-nero-10-kw-aria-irraggiamento,Charlotte,N/A
"Descrizione:
• stufa dalla forma arrotondata con rivestimento acciaio verniciato e top in ceramica
• focolare in
Thermofix
®
• portina con ritorno e chiusura automatici
• innovativo sistema di regolazione dell’aria brevettato
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 9.4 kW
Potenza termica nominale: 7 kW
Rendimento alla potenza termica nominale: 77 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
55 x 51 x 122 cm - 140 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/880.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/sofia-acciaio-moka-8-kw-aria-irraggiamento,Stufa a legna Sofia aria,N/A
"Descrizione:
• inserto a pellet ad aria
•
Balanced Door
, porta con sistema autobilanciante
• apertura con mano fredda
• canalizzazione dell’aria calda gestita da due ventilatori centrifughi in contemporanea, e predisposto con due uscite da Ø14 cm  (tubi e bocchette comprese)
• possibilità di canalizzare l’aria comburente direttamente dall’esterno
• display digitale per la programmazione e la gestione dei parametri di funzionamento, con controlli a sfioramento
• predisposizione per
Connection Box
• innovativa caldaia a tubi con sistema di turbolazione
• braciere in ghisa e pareti in
Thermofix
®
• sensore di livello pellet
• 77x60x59: misure senza cassetto di caricamento frontale (optional)
• 77x60x63: misure con cassetto di caricamento frontale (optional)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 90.7 %
Autonomia di funzionamento max: 23 h
Capacità serbatoio di alimentazione: 15 kg
Consumo orario pellet: 0.643 - 2.05 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
77 x 60 x 59 cm - 110 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/849.jpeg,https://palazzetti.it/prodotti/caminetti-a-pellet/aria/inserto-ac70-thermofix-9-kw-aria-ventilata-0-speed-fan,Ecofire da inserimento AC70 aria,N/A
"Descrizione:
•

Dimensioni:
257 x 99 x 91 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/614.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/brighton,Rivestimento moderno Brighton,N/A
"Descrizione:
• cassetta da inserimento con funzionamento a convezione naturale
• portina in vetro ceramico a due lati
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
L:
versione con angolo vetrato a sinistra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.3 kW
Potenza termica nominale: 12.4 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 18 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
76 x 52 x 56 cm - 130 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/47711.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm80-angolo-thermofix-gtm80-l-aria-canalizzabile,GTM80 L,N/A
"Descrizione:
• focolare in
Thermofix
®
con base in ghisa
• rivestimento in Hot Stone, speciale materiale che accumula il calore e lo rilascia lentamente per diverse ore
• riscalda per irraggiamento e convezione naturale
• cassetto cenere estraibile
• regolazione indipendente dell'aria primaria e di pulizia vetro
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 10.2 kW
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 88.3 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
71 x 50 x 88 cm - 210 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/47673.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/sahara-hotstone-nero-sahara-70-aria-irraggiamento,Stufa a legna Sahara,N/A
"Descrizione:
• focolare in
Thermofix
®
• struttura in acciaio con finiture nichelate satinate e rivestimento in ceramica, acciaio o pietra ollare
• portina con ritorno e chiusura automatici
• sistema After Flame che assicura ore di calore anche dopo lo spegnimento
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 9.4 kW
Potenza termica nominale: 7 kW
Rendimento alla potenza termica nominale: 77 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
44 x 45 x 150 cm - 230 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/249.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/eva-con-accumulo-pietra-pietra-ollare-8-kw-aria-irraggiamento,Stufa a legna Eva S con accumulo aria,N/A
"Descrizione:
• stufa salvaspazio con profondità estremamente ridotta installabile a filo muro
• unico sportello frontale per accesso al focolare e al cassetto cenere
•
Twin Air System
per scaldare ambienti adiacenti
• uscita aria calda frontale con possibilità di montare un kit per canalizzare e parzializzare l’aria nelle due uscite
• display 4 tasti sul lato
• predisposizione per
Connection Box
• uscita fumi posteriore, sul lato sinistro con possibilità di uscita superiore con apposito kit

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 7.35 kW
Rendimento alla potenza termica nominale: 91.91 %
Autonomia di funzionamento max: 25 h
Capacità serbatoio di alimentazione: 15 kg
Consumo orario pellet: 0.607 - 1.63 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
89 x 25 x 105 cm - 110 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/417.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/aria/violetta-acciaio-avorio-7-4-kw-aria-irraggiamento,Stufa a pellet Ecofire Violetta 7 aria,N/A
"Descrizione:
• focolare con base in ghisa e pareti in cemento refrattario che ottimizza la combustione e l’irraggiamento
• apertura della portina a scorrimento
• sistema di auto-pulizia del vetro che garantisce una ottimale visione della fiamma e permette di ridurre la frequenza di pulizia manuale
• bocchette regolabili con raccordi e prolunga flessibile
• sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.3 kW
Potenza termica nominale: 11 kW
Rendimento alla potenza termica nominale: 77.1 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
74 x 55 x 145 cm - 160 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/2627.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-mx/ecomonoblocco-mx-64-frontale-magnofix-11-kw-aria-irraggiamento,Caminetto a legna Ecomonoblocco MX 64 F aria,N/A
"Descrizione:
•

Dimensioni:
127 x 127 x 113 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/895.jpeg,https://palazzetti.it/prodotti/rivestimenti/classico/anversa-angolo,Rivestimento classico Anversa angolo,N/A
"Descrizione:
•
stufa ermetica
con la possibilità di prelevare l’aria comburente direttamente dall’esterno
• elegante forma circolare con rivestimento in ceramica
• porta con doppio vetro; quello estetico è un
vetro temprato nero
che diventa trasparente in presenza del fuoco
•
Balanced Door
, porta con sistema autobilanciante
• ventilatore regolabile su più velocità con tecnologia
Zero Speed Fan
(esclude la ventilazione aumentando il comfort acustico e favorisce una diffusione di calore naturale)
• pannello digitale con controllo a sfioramento
• fasce orarie di funzionamento programmabili su base giornaliera e settimanale
• predisposizione per
Connection Box
• tecnologia T3 a 4 tubi di fumo di diametro maggiorato ad alta efficienza e pulizia semplificata
• braciere in ghisa ad alte prestazioni
• ampio cassetto cenere e sistema
Speedy Clean
di nuova generazione con accesso frontale alla pulizia del giro fumi
• sistema
Quick Start
(riduce i tempi di accensione)
• sistema a
Stella
di caricamento del pellet

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 13.2 kW
Rendimento alla potenza termica nominale: 90.1 %
Autonomia di funzionamento max: 25 h
Capacità serbatoio di alimentazione: 18 kg
Consumo orario pellet: 0.73 - 3.04 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
64 x 58 x 122 cm - 195 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/47708.jpeg,https://palazzetti.it/prodotti/stufe-a-pellet/aria/lilibet-ceramica-bianco-mat-13-kw-aria-canalizzabile-aria-irraggiamento-aria-ventilata-0-speed-fan,Lilibet 13 kW,N/A
"Descrizione:
•

Dimensioni:
140 x 10 x 66 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/714.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/york,Rivestimento moderno York,N/A
"Descrizione:
•

Dimensioni:
96 x 1 x 168 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/902.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/brooklyn,Rivestimento moderno Brooklyn,N/A
"Descrizione:
•

Dimensioni:
113 x 113 x 103 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/893.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/andria-angolo,Rivestimento country Andria angolo,N/A
"Descrizione:
• realizzata in acciaio, con rivestimento in acciaio o pietra ollare
• ampia portina con ritorno e chiusura automatici e sistema di blocco automatico alla massima apertura
• possibilità di bruciare legna di grande pezzatura, fino a 50 cm
• innovativo sistema di regolazione dell’aria brevettato
• canalizzazione esterna dell’aria comburente

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 11.5 kW
Potenza termica nominale: 9.1 kW
Rendimento alla potenza termica nominale: 79 %
Diametro uscita fumi: ø 18 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
78 x 50 x 95 cm - 130 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/261.jpeg,https://palazzetti.it/prodotti/stufe-a-legna/aria/nicole-acciaio-antracite-9-kw-aria-irraggiamento,Stufa a legna Nicole aria,N/A
"Descrizione:
• panoramica visione della fiamma con taglio 16/9
• portina in vetro ceramico serigrafata, con apertura a scomparsa totale
• pulizia semplificata, il vetro si apre anche a battente
• focolare con base in ghisa con sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portaceppi e bocchette regolabili. Attenzione il kit di ventilazione può essere installato solo se il monoblocco è montato sulle gambe di prolunga

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 24.59 kW
Potenza termica nominale: 19.77 kW
Rendimento alla potenza termica nominale: 80.52 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
103 x 54 x 155 cm - 240 kg

Classe Energetica:
A",Palazzetti,https://cdn.palazzetti.it/website/pim/design/937.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-classic/ecomonoblocco-em-16-9-frontale-ghisa-nero-19-8-kw-o2ring-aria-irraggiamento,Caminetto a legna Ecomonoblocco EM 16:9 Frontale O2Ring aria,N/A
"Descrizione:
•

Dimensioni:
124 x 3 x 67 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/913.jpeg,https://palazzetti.it/prodotti/rivestimenti/moderno/nice,Rivestimento moderno Nice,N/A
"Descrizione:
• ampia visione della fiamma con taglio 16/9 bifacciale
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• tecnologia
O
2
Ring
integrata, per l’abbattimento delle emissioni
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portalegna estetico in ghisa di serie
• il prezzo del kit cornice è unitario, nel bifacciale ne possono servire due.
• disponibile in diverse configurazioni
•
V:
versione ventilata (tecnologia ET4W), con mantello di ventilazione,  ventilatore radiale con centralina e 4 bocchette regolabili con tubi flessibili

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 15.9 kW
Potenza termica nominale: 13.5 kW
Rendimento alla potenza termica nominale: 85.1 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
124 x 65 x 171 cm - 428 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/35374.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wt-16-9-bifacciale-thermofix-13-kw-ventilato-aria-canalizzabile-0-speed-fan,Ecomonoblocco WT 16:9B V13,N/A
"Descrizione:
•

Dimensioni:
230 x 110 x 146 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/678.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/orvieto,Rivestimento country Orvieto,N/A
"Descrizione:
• termocamino a vaso aperto in acciaio
• focolare in
Thermofix
®
• sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• vaso di espansione aperto in acciaio inox
• innovativo scambiatore a 16 tubi di fumo con turbolatori
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• predisposizione per il collegamento della presa d’aria esterna in basso o di lato
• portalegna estetico in ghisa di serie
•
FAST
: dotata di serie di gruppo idraulico di separazione impianto (due circolatori e scambiatore per separazione impianto) vaso aperto in acciaio e termoregolatore digitale
•
FAST R
: gruppo idraulico montato a destra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 33.83 kW
Potenza termica nominale: 29 kW
Potenza termica diretta all'acqua: 19.66 kW
Rendimento alla potenza termica nominale: 85.59 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
115 x 78 x 171 cm - 506 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/2598.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/termopalex/termopalex-hwt-s86-frontale-thermofix-s86-fastr-acqua,Termopalex HWT 86F FAST,N/A
"Descrizione:
• cassetta da inserimento con funzionamento a convezione naturale
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 10.2 kW
Potenza termica nominale: 9 kW
Rendimento alla potenza termica nominale: 88.2 %
Diametro uscita fumi: ø 15 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
62 x 50 x 50 cm - 102 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/40867.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm70-thermofix-9-kw-aria-canalizzabile,Caminetto a legna Ecopalex GTM70,N/A
"Descrizione:
•

Dimensioni:
153 x 84 x 113 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/894.jpeg,https://palazzetti.it/prodotti/rivestimenti/classico/anversa-totale,Rivestimento classico Anversa totale,N/A
"Descrizione:
• inserto a pellet idro con possibilità di ventilazione
•
Balanced Door
, porta con sistema autobilanciante
• coperchio con predisposizione per sistema di caricamento
• gruppo idraulico completo di circolatore in classe A, vaso di espansione chiuso, valvola di sicurezza, manometro, valvola di sfiato e valvola anticondensa
• pannello digitale con controllo a sfioramento
• predisposizione per
Connection Box
•
Complete Burning System
: sistema di combustione totale con minima produzione di cenere
•
Self Cleaning System
: esclusivo sistema di pulizia automatica del braciere
• ampio cassetto di raccolta cenere
• sensore di livello pellet
• sistema
Quick Start
(riduce i tempi di accensione)

Specifiche Tecniche:
-- Funzionamento a pellet --
Potenza termica nominale: 20.4 kW
Potenza termica diretta all'acqua: 19 kW
Rendimento alla potenza termica nominale: 94.8 %
Autonomia di funzionamento max: 30 h
Capacità serbatoio di alimentazione: 45 kg
Consumo orario pellet: 1.49 - 4.57 kg/h
Diametro uscita fumi: ø 8 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
86 x 70 x 78 cm - 250 kg

Classe Energetica:
A++",Palazzetti,https://cdn.palazzetti.it/website/pim/design/40885.jpeg,https://palazzetti.it/prodotti/caminetti-a-pellet/acqua/ecofire-less-than-sup-greater-than-r-less-than-sup-greater-than-da-inserimento-idro-ventilato-acciaio-nero-v20-acqua,INSERTO IDRO V20,N/A
"Descrizione:
•

Dimensioni:
153 x 99 x 116 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/664.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/martigny,Rivestimento country Martigny,N/A
"Descrizione:
•

Dimensioni:
153 x 75 x 117 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/648.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/lione,Rivestimento country Lione,N/A
"Descrizione:
•

Dimensioni:
133 x 133 x 124 cm - 0 kg",Palazzetti,https://cdn.palazzetti.it/website/pim/design/705.jpeg,https://palazzetti.it/prodotti/rivestimenti/country/valcamonica-angolo,Rivestimento country Valcamonica angolo,N/A
"Descrizione:
• cassetta da inserimento con funzionamento a convezione naturale
• focolare in
Thermofix
®
con base in ghisa
• viene fornito di serie con due tratti di tubo da 50 cm
• maniglia per l'apertura della portina amovibile
• attraverso i kit optional permette la ventilazione frontale oppure la canalizzazione dell’aria calda in altri ambienti.
• cassetto cenere estraibile
• deflettore fumi automatico che aumenta il tiraggio all’atto dell’apertura della porta e lo riduce, per ottimizzare il rendimento, quando viene chiusa
• regolazione indipendente dell'aria primaria e di pulizia vetro
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 16 kW
Potenza termica nominale: 13.8 kW
Rendimento alla potenza termica nominale: 86.4 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
83 x 59 x 63 cm - 167 kg

Classe Energetica:
A+",Palazzetti,https://cdn.palazzetti.it/website/pim/design/40867.jpeg,https://palazzetti.it/prodotti/caminetti-a-legna/inserti-ecopalex-gtm/ecopalex-gtm90-thermofix-13-5-kw-aria-canalizzabile,Caminetto a legna Ecopalex GTM90,N/A
