nome_prodotto,marca,descrizione,immagine,url
FITT NTS Yellow,FITT,"Tubo di colore giallo brillante per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/667967ff-7404-4fae-bd44-9827753945d8/pf4brg/std/1000x0/FITT%20NTS%20Yellow%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsyellow/
FITT NTS Orange Kit,FITT,"Tubo di colore giallo intenso per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Pistola Multigetto e Raccordi, con Tecnologie NTS e SKY TECH.",https://fitt-cdn.thron.com/delivery/public/image/fitt/81aa545a-e691-4bc3-8fd7-f1e19091bd6f/pf4brg/std/1000x0/FITT%20NTS%20Orange%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsorange_kit/
FITT NTS Tobby Kit,FITT,"Tubo di colore giallo per Irrigazione da Giardino, Malleabile, per Uso Intensivo anche in agricolture, con Lancia Regolabile e Raccordi, con Tecnologia NTS.",https://fitt-cdn.thron.com/delivery/public/image/fitt/45a43ff4-00d7-4cae-84fd-e4a3c8558b95/pf4brg/std/1000x0/FITT%20NTS%20Tobby%20Render.jpg,https://www.fitt.com/it/product/fitt_ntstobby_kit/
FITT NTS Jeans Kit,FITT,"Tubo di colore azzurro intenso per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Pistola Multigetto e Raccordi, con Tecnologie NTS e SKY TECH.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ccdca6ef-4187-4e5d-95b5-1c738655666a/pf4brg/std/1000x0/FITT%20NTS%20Jeans%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsjeans_kit/
FITT NTS Marine,FITT,"FITT NTS Marine è il tubo dall’elegante colore bianco con bande azzurre, che ricorda il mare, ideale per imbarcazioni, darsene, marine e porti. Realizzato con due speciali formulazioni, una anti-UV che ne previene l’invecchiamento, e una che lo rende idoneo per il contatto con l’acqua salata, FITT NTS Marine può essere utilizzato anche nelle piscine e negli impianti sportivi. Elevate performance garantite grazie all’unica ed originale tecnologia NTS (No Torsion System) sviluppata da FITT venticinque anni fa e diventata oggi standard internazionale. Il No Torsion System assicura a FITT NTS MARINE un’elevata malleabilità e facilità di utilizzo che impedisce la formazione di nodi e torsioni, garantendo così un flusso d’acqua continuo. Grazie alla tecnologia SKY TECH, FITT NTS MARINE è in grado di resistere a tagli e abrasioni e di scorrere su tutte le superfici, anche negli angoli. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/7be09d81-7384-41ea-853a-f08f22a70de5/pf4brg/std/1000x0/FITT-NTS-Marine-Render.jpg,https://www.fitt.com/it/product/fitt_ntsmarine/
FITT NTS Master Plus,FITT,"Tubo di colore grigio, per Irrigazione da Giardino, Robusto e Super Malleabile anche a temperature rigide, per Uso Molto Intensivo e Professionale, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/7b4044a3-5b1a-4f22-bdc7-703b838c96fd/pf4brg/std/1000x0/FITT-NTS-Masterplus-Render.jpg,https://www.fitt.com/it/product/fitt_ntsmasterplus/
FITT NTS Master Plus Kit,FITT,"Tubo di colore grigio, per Irrigazione da Giardino, Robusto e Super Malleabile anche a temperature rigide, per Uso Molto Intensivo e Professionale, con Pistola Multigetto e Raccordi, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/api/v1/content-delivery/shares/pf4brg/contents/a45ba682-deea-477b-815b-0ea098acad5b/image/FITT_NTS_Masterplus_Kit?w=1000&h=1000&crop=auto&q_auto=high,https://www.fitt.com/it/product/fitt_ntsmasterplus_kit/
FITT Noir Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, per Uso Hobbistico con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/281ccc35-2f9d-4fa0-96d8-254959043b74/pf4brg/std/1000x0/FITT%20Noir%20Render.jpg,https://www.fitt.com/it/product/fitt_noir_kit/
FITT NTS Grey,FITT,"Tubo di colore grigio per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/08d53a09-606c-4dff-9516-27236d5c2591/pf4brg/std/1000x0/FITT%20NTS%20Grey%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsgrey/
FITT NTS Grey Kit,FITT,"Tubo di colore grigio per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Lancia Regolabile e Raccordi, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/08d53a09-606c-4dff-9516-27236d5c2591/pf4brg/std/1000x0/FITT%20NTS%20Grey%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsgrey_kit/
FITT Multiflex Xtreme,FITT,"Estremamente flessibile alle basse temperature e adeguato ai climi rigidi, FITT Multiflex Xtreme è ideale per aspirazione e mandata di liquami, ed è adatto per essere installato in carri botte, automezzi per spurghi fognatura e pozzi neri.",https://fitt-cdn.thron.com/delivery/public/image/fitt/d64e254b-34db-4c9b-ab7d-ceb1240ffa70/pf4brg/std/1000x1000/FITT%20Multiflex%20Xtreme.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_multiflex_xtreme/
FITT Multiflex Xtreme Wire,FITT,"Dotato di filo di rame per la messa a terra, che garantisce proprietà antistatiche, FITT Multiflex Xtreme Wire è ideale per il trasporto di granaglie e di materiale solido che può determinare la formazione di cariche elettrostatiche.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ddbe3923-56a9-449b-b8e4-91fd76a9c4f7/pf4brg/std/1000x1000/FITT%20Multiflex%20Xtreme%20Wire.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_multiflex_xtreme_wire/
FITT Noir,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, per Uso Hobbistico",https://fitt-cdn.thron.com/delivery/public/image/fitt/281ccc35-2f9d-4fa0-96d8-254959043b74/pf4brg/std/1000x0/FITT%20Noir%20Render.jpg,https://www.fitt.com/it/product/fitt_noir/
FITT Mimosa Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino e in ambito Agricolo, Molto Robusto, per Uso Semi-professionale con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/74893973-8195-44e7-a2f8-f28772d4cbaa/pf4brg/std/1000x0/FITT%20Mimosa%20render.jpg,https://www.fitt.com/it/product/fitt_mimosa_kit/
FITT Mint,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, per Uso Hobbistico",https://fitt-cdn.thron.com/delivery/public/image/fitt/5ba2b06e-31a2-4aa9-a0d6-3ea34c8c1eef/pf4brg/std/1000x0/FITT%20Mint%20render.jpg,https://www.fitt.com/it/product/fitt_mint/
FITT Mint Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, per Uso Hobbistico con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/5ba2b06e-31a2-4aa9-a0d6-3ea34c8c1eef/pf4brg/std/1000x0/FITT%20Mint%20render.jpg,https://www.fitt.com/it/product/fitt_mint_kit/
FITT Lily Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Frequente con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/f77565d8-74eb-442f-bed6-c6363a793be1/pf4brg/std/1000x0/FITT%20Lily%20kit.jpg,https://www.fitt.com/it/product/fitt_lily_kit/
FITT Metalflex,FITT,"Certificato per i liquidi alimentari, FITT Metalflex è ideale per il passaggio di fluidi. Adatto anche per i sistemi di raffredamento e per lo scarico di acque di sentina, è resistente al vuoto con aria e resine. Il passo ridotto della spirale garantisce un ottimo raggio di curvatura.",https://fitt-cdn.thron.com/delivery/public/image/fitt/c286cc37-0bff-47cb-800e-7ce853ede8f1/pf4brg/std/1000x1000/FITT%20Metalflex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_metalflex/
FITT Flora Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Intensivo con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/f231c5bf-9b3f-4b3c-9494-6958c23d8fef/pf4brg/std/1000x0/FITT%20Flora%20render.jpg,https://www.fitt.com/it/product/fitt_flora_kit/
FITT Force,FITT,"FITT Force coniuga un'innovativa tecnologia che garantisce elevata resistenza alle varie sollecitazioni unita ad un'eccezionale leggerezza, a dei materiali altamente evoluti: il prodotto risulta estremamente compatto e quindi facile da utilizzare anche nelle situazioni più estreme. È un tubo adatto sia ad un uso intensivo perfetto per grandi giardini ed attività di irrigazione; sia per un utilizzo quotidiano e domestico. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/8eaa9cf5-4fa1-48ea-8ddc-5687ef5a8a5c/pf4brg/std/1000x0/FITT-Force-Grey-pack.jpg,https://www.fitt.com/it/product/fitt_force/
FITT Ikon,FITT,"FITT presenta un’innovativa tecnologia che garantisce elevata resistenza alle varie sollecitazioni unita ad un’eccezionale leggerezza. Grazie ai materiali altamente evoluti il prodotto risulta estremamente compatto, leggero e maneggevole. FITT Ikon è ideale per gli spazi ridotti, come piccoli terrazzi, balconi, e grazie al sistema Aquastop, che previene le perdite d’acqua, può essere comodamente utilizzato all’interno della propria abitazione. Vai al sito dedicato",https://fitt-cdn.thron.com/api/v1/content-delivery/shares/pf4brg/contents/c559b5d5-4c7c-4acf-b113-564158b0efb4/image/FITT_Ikon_Blu?w=1000&h=1000&crop=auto&q_auto=high,https://www.fitt.com/it/product/fitt_ikon/
FITT Lily,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Frequente Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/be2c721e-8995-4604-99cd-30c84449a680/pf4brg/std/1000x0/FITT%20Lily%20render.jpg,https://www.fitt.com/it/product/fitt_lily/
FITT Daisy Green Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Leggero con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/399bc121-48df-4c69-a58e-77566015516c/pf4brg/std/1000x0/FITT%20Daisy%20Green%20render.jpg,https://www.fitt.com/it/product/fitt_daisy_green_kit/
FITT Diamond,FITT,"Realizzato con speciali elastomeri assorbi-odore, che garantiscono la totale assenza di cattivi odori nell'ambiente, FITT Diamond è privo di spirale in metallo per un taglio facile e una rapida raccordatura.",https://fitt-cdn.thron.com/delivery/public/image/fitt/019ec40a-a1f4-46a4-b8bb-6f5565817cd1/pf4brg/std/1000x1000/FITT%20Diamond.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_diamond/
FITT Flora,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Intensivo",https://fitt-cdn.thron.com/delivery/public/image/fitt/f231c5bf-9b3f-4b3c-9494-6958c23d8fef/pf4brg/std/1000x0/FITT%20Flora%20render.jpg,https://www.fitt.com/it/product/fitt_flora/
FITT Daisy Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Leggero con Lancia e Raccordi",https://fitt-cdn.thron.com/delivery/public/image/fitt/c48710b7-365a-4cc5-a714-25c4435889f2/pf4brg/std/1000x0/FITT%20Daisy%20render.jpg,https://www.fitt.com/it/product/fitt_daisy_kit/
FITT Daisy Green,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Leggero",https://fitt-cdn.thron.com/delivery/public/image/fitt/399bc121-48df-4c69-a58e-77566015516c/pf4brg/std/1000x0/FITT%20Daisy%20Green%20render.jpg,https://www.fitt.com/it/product/fitt_daisy_green/
FITT Blusky,FITT,"FITT Blu Sky® è l’innovativa foglia in polietilene per massetti con elevato potere di barriera al vapore, resistente allo strappo, alla lacerazione e alla puntura. Grazie a competenze tecniche approfondite e a tecnologie produttive all’avanguardia, FITT BluSky® garantisce standard qualitativi molto elevati ed assicura un’estrema praticità in fase di posa in opera per effetto della sua maggiore elasticità.",https://fitt-cdn.thron.com/delivery/public/image/fitt/86e2929d-1b15-4045-af42-38eca9379ac5/pf4brg/std/1000x1000/FITT-Blu-Sky.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_blusky/
FITT Captive Grey,FITT,"Realizzato con una speciale formulazione assorbi-odore, FITT Captive Grey è flessibile, resistente allo schiacciamento e alle basse temperature.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ec6bd5fc-c965-4a75-91c1-9ad14ecacf32/pf4brg/std/1000x1000/FITT%20Captive%20Grey.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_captivegrey/
FITT Daisy,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Flessibile, per Uso Leggero",https://fitt-cdn.thron.com/delivery/public/image/fitt/c48710b7-365a-4cc5-a714-25c4435889f2/pf4brg/std/1000x0/FITT%20Daisy%20render.jpg,https://www.fitt.com/it/product/fitt_daisy/
FITT Agave,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Robusto, per Uso Frequente.",https://fitt-cdn.thron.com/delivery/public/image/fitt/442d933b-b57f-47c3-982e-5b621a58f6f7/pf4brg/std/1000x0/FITT%20Agave%20render.jpg,https://www.fitt.com/it/product/fitt_agave/
FITT Agave Kit,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino, Robusto, per Uso Frequente con Lancia e Raccordi Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/613b469f-b9c1-4985-980e-4fb36ddd6b8e/pf4brg/std/1000x0/FITT%20Agave%20Kit.jpg,https://www.fitt.com/it/product/fitt_agave_kit/
FITT B-Active Rigid,FITT,"Resistente agli urti dovuti a movimentazione incauta e adattabile ai movimenti del terreno, FITT B-Active Rigid assicura la piscina dalla fase di costruzione e per tutto il suo utilizzo. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/9aa65c37-6882-4e09-b996-4c03c6b6100e/pf4brg/std/1000x1000/FITT%20B-Active%20Rigid.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_bactive_rigid/
FITT Venflex PU LD,FITT,"Nei diametri grandi, FITT Venflex PU LD è adatto all’aspirazione di polveri abrasive e fumi contenenti oli. Nei diametri piccoli, è ideale per l’aspirazione di polveri sottili, per l’installazione su macchine di raccolta fibre e su macchinari che aspirano ozono.",https://fitt-cdn.thron.com/delivery/public/image/fitt/f0b36705-e289-44fd-b79b-bdd49b98fb1c/pf4brg/std/1000x1000/FITT%20Venflex%20PU%20LD.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_venflex_pu_ld/
FITT Mimosa,FITT,"Tubo passaggio Acqua per Irrigazione da Giardino e in ambito Agricolo, Molto Robusto, per Uso Semi-professionale",https://fitt-cdn.thron.com/delivery/public/image/fitt/74893973-8195-44e7-a2f8-f28772d4cbaa/pf4brg/std/1000x0/FITT%20Mimosa%20render.jpg,https://www.fitt.com/it/product/fitt_mimosa/
FITT Yoyo Bag,FITT,Vai al sito dedicato,https://fitt-cdn.thron.com/delivery/public/image/fitt/be4decaa-ffd4-4656-8f46-88264a918519/pf4brg/std/1920x0/8011963761688,https://www.fitt.com/it/product/fitt_yoyo_bag/
FITT Superelastic,FITT,"Ideale anche per alimentare laghetti, FITT Superelastic è adatto per l'aspirazione e mandata in bassa pressione.",https://fitt-cdn.thron.com/delivery/public/image/fitt/76d6a4e0-b317-411b-a981-d1e7a8fc9463/pf4brg/std/1000x1000/FITT%20Superelastic.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_superelastic/
FITT Supergel,FITT,"Tubo per Irrigazione, per uso Hobbystico.",https://fitt-cdn.thron.com/delivery/public/image/fitt/f8fc119d-970e-4558-b137-193989cea775/pf4brg/std/1000x0/FITT-Supergel-Render.jpg,https://www.fitt.com/it/product/fitt_supergel/
FITT Profy,FITT,"Tubo passaggio Acqua, Molto Robusto, per Uso Professionale Frequente",https://fitt-cdn.thron.com/delivery/public/image/fitt/ae8a6777-3adc-4150-9830-21c8b3f6101c/pf4brg/std/1000x0/FITT-Proofy-Render.jpg,https://www.fitt.com/it/product/fitt_profy/
FITT Refittex Marine,FITT,"Disponibile nei colori blu e rosso, FITT Refittex Marine è adatto per l’adduzione dell’acqua calda e fredda.",https://fitt-cdn.thron.com/delivery/public/image/fitt/db8dd253-b3b3-425a-9ccf-a6018005c104/pf4brg/std/1000x1000/FITT%20Refittex%20%20Marine.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_refittex_marine/
FITT NTS Tobby,FITT,"Tubo di colore giallo per Irrigazione da Giardino, Malleabile, per Uso Intensivo anche in agricolture, con Tecnologia NTS Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/45a43ff4-00d7-4cae-84fd-e4a3c8558b95/pf4brg/std/1000x0/FITT%20NTS%20Tobby%20Render.jpg,https://www.fitt.com/it/product/fitt_ntstobby/
FITT Pluvio,FITT,"Tubo manichetta ideale per Irrigare a Getto superfici strette e lunghe, come aiuole e bordature, per uso Semi Professionale. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/5c960678-5876-4431-9600-5e83b684a15d/pf4brg/std/1000x0/FITT%20Pluvio%20Render.jpg,https://www.fitt.com/it/product/fitt_pluvio/
FITT NTS Lime,FITT,"Tubo di colore lime per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/72c8aad5-1ab3-4527-830c-d3d277307811/pf4brg/std/1000x0/FITT%20NTS%20Lime%20Render.jpg,https://www.fitt.com/it/product/fitt_ntslime/
FITT NTS Orange,FITT,"Tubo di colore giallo intenso per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/81aa545a-e691-4bc3-8fd7-f1e19091bd6f/pf4brg/std/1000x0/FITT%20NTS%20Orange%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsorange/
FITT Multiflex PU,FITT,"Adatto per aspirazione e mandata di materiali abrasivi, FITT Multiflex PU è idoneo in tutti gli impieghi medio pesanti di edilizia, agricoltura e industria.Particolarmente resistente.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ed07b714-5659-4ec7-89e2-b13b3bc1b5bf/pf4brg/std/1000x1000/FITT-Multiflex-PU.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_multiflex_pu/
FITT Multiflex PU Wire,FITT,"Dotato di filo di rame per la messa a terra, che garantisce proprietà antistatiche, FITT Multiflex PU Wire è idoneo per tutti gli impieghi medio pesanti in ambito edile, industriale e nautico.Molto resistente e ideale per la sabbiatura.",https://fitt-cdn.thron.com/delivery/public/image/fitt/2fedf0cf-2a1d-4a60-8e06-476d298421fb/pf4brg/std/1000x1000/FITT%20Multiflex%20PU%20Wire.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_multiflex_pu_wire/
FITT NTS Jeans,FITT,"Tubo di colore azzurro intenso per Irrigazione da Giardino, Robusto e Malleabile, per Uso Intensivo, con Tecnologie NTS e SKY TECH. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/ccdca6ef-4187-4e5d-95b5-1c738655666a/pf4brg/std/1000x0/FITT%20NTS%20Jeans%20Render.jpg,https://www.fitt.com/it/product/fitt_ntsjeans/
FITT Lightflex,FITT,"Flessibile e durato, FITT Lightflex è adatto per l'aspirazione a bassa temperatura di fumi e polveri e per la ventilazione.",https://fitt-cdn.thron.com/delivery/public/image/fitt/f5bc7455-48bc-4c40-9437-40c4bbdfac6a/pf4brg/std/1000x1000/FITT_Lightflex?scalemode=centered&format=auto,https://www.fitt.com/it/product/fitt_lightflex/
FITT Livelle,FITT,Tubo monostrato trasparente per Cantieri Edili.,https://fitt-cdn.thron.com/delivery/public/image/fitt/63275d7c-ddc1-4754-8218-18d855880868/pf4brg/std/1000x0/FITT%20Livelle.jpg,https://www.fitt.com/it/product/fitt_livelle/
FITT Multiflex,FITT,"Resistente all'abrasione, FITT Multiflex è ideale per aspirazione e mandata di liquami, ed è adatto per essere installato in carri botte, automezzi per spurghi fognatura e pozzi neri.",https://fitt-cdn.thron.com/delivery/public/image/fitt/fefde0d4-59e0-4148-a418-77b030a63048/pf4brg/std/1000x1000/FITT%20Multiflex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_multiflex/
FITT Idroflex Grey and White,FITT,"Dotato di una buona flessibilità, FITT Idroflex è adatto all'incollaggio con i raccordi presenti sul mercato.",https://fitt-cdn.thron.com/delivery/public/image/fitt/e781b600-0073-4f94-99e8-b673bb44c2b1/pf4brg/std/1000x1000/FITT_Idroflex_White.jpg?scalemode=centered&format=auto,https://www.fitt.com/it/product/fitt_idroflex_white/
FITT Lightflex BK,FITT,"Ideale per l'immissione di acqua o aria nei laghetti, FITT Lightflex BK è adatto anche per ricambio e ossigenazione dell’acqua.",https://fitt-cdn.thron.com/delivery/public/image/fitt/83de6870-2448-4b95-b2e9-afb26730389e/pf4brg/std/1000x1000/FITT_Lightflex_BK?scalemode=centered&format=auto,https://www.fitt.com/it/product/fitt_lightflex_bk/
FITT B-Active Flex,FITT,"Resistente agli stress meccanici, grazie all’innovazione EVO TECH che rinforza ulteriormente la spirale (tecnologia Spiral Protection Barrier), FITT B-Active Flex è ideale per piscine interrate e spa. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/351eabf5-b1bf-4265-8cd9-1b0ae04ca768/pf4brg/std/1000x1000/FITT%20B-Active%20Flex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_bactive_flex/
FITT Cleany Evo,FITT,"Progettato per la pulizia nell’industria alimentare e delle aziende agricole, FITT Cleany Evo è il prodotto per il passaggio dell’acqua e soluzioni per l’igienizzazione ad alta pressione, grazie alla superiore resistenza ai componenti chimici aggressivi.",https://fitt-cdn.thron.com/delivery/public/image/fitt/9312cee8-378f-4d04-bc95-e5cd660fed98/pf4brg/std/1000x1000/FITT%20Cleany%20Hose.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_cleanyhose/
fitt_cristallo_aquarium - FITT,FITT,,,https://www.fitt.com/it/product/fitt_cristallo_aquarium/
FITT Ecodrop Kit,FITT,"Tubo per Irrigazione Interrata ed in Superficie, Irrigazione localizzata a goccia, e per Innaffiare le piante in un punto preciso, per uso Hobbystico. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt//0fdaf397-89cf-4864-af53-a51aebf2ace1/pf4brg/std/1000x0/FITT%20Ecodrop%20render.jpg,https://www.fitt.com/it/product/fitt_ecodrop_kit/
FITT Aliflex LD,FITT,"Flessibile e certificato, FITT Aliflex LD è ideale per l'aspirazione e mandata di liquidi alimentari in bassa pressione.",https://fitt-cdn.thron.com/delivery/public/image/fitt/c42da889-b51e-4570-a05d-984fd3973ac1/pf4brg/std/1000x1000/FITT-Aliflex-LD.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aliflex_ld/
FITT Aspirflex,FITT,"Collegato a pompe di drenaggio e irrigazione, FITT Aspirflex può facilmente prelevare acqua da laghetti, ruscelli, pozzi e cisterne. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/bbabea06-75c1-4bd0-b7de-58a7bffe9ae8/pf4brg/std/1000x1000/FITT%20Aspirflex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aspirflex/
FITT Aspirflex Plus,FITT,"Collegato a pompe di drenaggio e irrigazione, FITT Aspirflex Plus è un sistema ideale per aspirazione di acqua piovana da pozzi, canali e cisterne. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/9ccaf74f-1bc5-41a8-9773-09907af710b7/pf4brg/std/1000x1000/FITT%20Aspirflex%20Plus.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aspirflex_plus/
FITT Aspirtech,FITT,"Collegato a pompe di drenaggio e irrigazione, FITT Aspirtech è un sistema ideale per aspirazione di acqua piovana da pozzi e cisterne, può facilmente prelevare acqua da laghettii e ruscelli, anche a molti metri di profondità. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/afd7012d-bbe5-4967-87e7-415849f45ba7/pf4brg/std/1000x1000/FITT%20Aspirtech.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aspirtech/
FITT Ecodrop,FITT,"Tubo per Irrigazione Interrata ed in Superficie, Irrigazione localizzata a goccia, e per Innaffiare le piante in un punto preciso, per uso Hobbystico. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/0fdaf397-89cf-4864-af53-a51aebf2ace1/pf4brg/std/1000x0/FITT%20Ecodrop%20render.jpg,https://www.fitt.com/it/product/fitt_ecodrop/
FITT Agroflex UVR LD,FITT,"Altamente flessibile alle basse temperature, FITT Agroflex UV-R LD è ideale per essere installato su macchine seminatrici.",https://fitt-cdn.thron.com/delivery/public/image/fitt/4ef01c83-6a9b-4685-be50-95c9774c45eb/pf4brg/std/1000x1000/FITT%20agroflex%20UV-R%20LD.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_agroflex_uvr_ld/
FITT Refittex 40Bar,FITT,"Ideale per sprayer, FITT Refittex 40bar è adatto per il passaggio di soluzioni anticrittogamiche, pesticidi e fertilizzanti e per irrorazione con media pressione. Adeguato anche per i compressori.",https://fitt-cdn.thron.com/api/v1/content-delivery/shares/pf4brg/contents/18b1cc81-2b08-4676-a2ec-263ac9bd36cf/image/FITT_Refittex_40_bar?w=1000&h=1000&crop=auto&q_auto=high,https://www.fitt.com/it/product/fitt_refittex_40bar/
FITT Refittex 80Bar,FITT,"Ideale per sprayer, FITT Refittex 80 bar è adatto per il passaggio di soluzioni anticrittogamiche, pesticidi e fertilizzanti e per irrorazione ad alta pressione. Utilizzabile anche per la pulizia e l'aria compressa.",https://fitt-cdn.thron.com/delivery/public/image/fitt/91f0cfef-2a36-46e3-83d1-39da508c58af/pf4brg/std/1000x1000/FITT%20Refittex%2080%20bar.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_refittex_80bar/
FITT Refittex Fuel,FITT,"Realizzato con una speciale formulazione resistente agli oli, FITT Refittex Fuel è ideale per il passaggio di idrocarburi non aromatici quali oli e petroli, per impieghi industriali e rifornimento di apparecchi agricoli.",https://fitt-cdn.thron.com/delivery/public/image/fitt/41fa3939-9581-4b80-b7ba-c86ade69c469/pf4brg/std/1000x1000/FITT%20Refittex%20Fuel.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_refittex_fuel/
FITT Sprizzy,FITT,"Tubo manichetta ideale per Irrigare a Getto superfici strette e lunghe, come aiuole e bordature, per uso Hobbystico. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/f69174c5-1e2b-4077-9ad0-0be4e16d66e8/pf4brg/std/1000x0/FITT%20Sprizzy%20Render.jpg,https://www.fitt.com/it/product/fitt_sprizzy/
FITT Refittex Cristallo,FITT,"Certficato per il passaggio di liquidi alimentari, con tenore alcolico fino a 50% vol, FITT Refittex Cristallo è anche ideale per il passaggio in pressione di aria e acqua di raffreddamento. Adatto anche per il passaggio di resine nei processi di termoformatura. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/c56e8deb-d20d-44fe-bce2-e449f2e6a499/pf4brg/std/1000x1000/FITT_Refittex_Cristallo?scalemode=centered&format=auto,https://www.fitt.com/it/product/fitt_refittexcristallo/
