name,brand,description,image_url,product_page_url
CRYSTAL POOL,Volteco,"Vernice monocomponente ad effetto satinato a base di resine acriliche in dispersione acquosa, priva di solventi, con un'ottima resistenza all'acqua e alle aggressioni degli agenti chimici.

Vantaggi:
1. Buona resistenza all'acqua anche con presenza di cloro ed agli agenti chimici
2. Idoneo al contatto con acque potabili
3. Elevata resistenza ai raggi U.V.
4. Assenza di solventi",https://volteco.com/wp-content/uploads/2025/04/CRYSTAL_POOL___CONF_vaso.png,https://volteco.com/it/prodotti/crystal-pool
CRYSTAL PURE,Volteco,"Rivestimento epossidico, di colore bianco, atossico e impermeabile per superfici a contatto con acqua potabile.

Vantaggi:
1. Ottima capacità coprente
2. Resistente all'azione del gelo
3. Assenza di solventi",https://volteco.com/wp-content/uploads/2024/11/CRYSTA_PURE_2024.png,https://volteco.com/it/prodotti/crystal-pure
PAINT AIR,Volteco,"Pittura acril-silossanica formulata per verniciare qualsiasi supporto minerale (esclusi quelli a base gesso) e per realizzare rivestimenti decorativi con possibilità di scelta tra un'ampia gamma di colori.

Vantaggi:
1. Ottima idrorepellenza
2. Ottima resistenza agli agenti aggressivi atmosferici fisici e chimici (es: vento, smog, etc)
3. Notevole resistenza ai raggi ultravioletti
4. Disponibilità di tinte molto ampia",https://volteco.com/wp-content/uploads/2024/05/PAINT_AIR__CONF_vaso.png,https://volteco.com/it/prodotti/paint-air
PAINT PROTECTION,Volteco,"Pittura protettiva a base di resine acriliche in emulsione acquosa dotata di un’ottima impermeabilità all’acqua ed agli agenti aggressivi presenti nell’atmosfera, di buona traspirabilità al vapore ed efficace azione anticarbonatante mirata a neutralizzare fenomeni di corrosione delle armature.

Vantaggi:
1. Ottima efficacia come barriera anticarbonatante per la protezione del calcestruzzo
2. Ottima resistenza agli agenti aggressivi atmosferici fisici e chimici (es: vento, smog, etc)
3. Notevole resistenza ai raggi ultravioletti
4. Disponibilità di tinte molto ampia",https://volteco.com/wp-content/uploads/2024/05/PAINT_PROTECTION___2024.png,https://volteco.com/it/prodotti/paint-protection
PROCLEAN,Volteco,"Trattamento a base di additivi in dispersione acquosa con funzione disinfettante, in grado di neutralizzare e proteggere superfici esterne ed interne contaminate da muffe, funghi ed alghe.

Vantaggi:
1. Disinfetta le superfici contaminate
2. Non richiede diluizione con acqua
3. Non pellicola
4. Essendo privo di solventi ne è consentita l'applicazione in ambienti chiusi e poco ventilati",https://volteco.com/wp-content/uploads/2024/05/Procelan_tanica_2024_04.png,https://volteco.com/it/prodotti/proclean
PROFIX 20,Volteco,"Fondo a base di una miscela di microemulsioni polisilossaniche ed acriliche in grado di fissare il supporto ed omogeneizzarne l'assorbimento.

Vantaggi:
1. Consolida il supporto evitando la formazione di una pellicola superficiale
2. Elimina la polverosità dei supporti minerali
3. Incrementa l'adesione di rasanti, rivestimenti o finiture in genere
4. Essendo inodore e privo di solventi ne è consentita l'applicazione in ambienti chiusi e poco ventilati",https://volteco.com/wp-content/uploads/2024/05/Profix_20_tanica_2024.png,https://volteco.com/it/prodotti/profix-20
PROFIX 30,Volteco,"Fondo a base di resine acriliche micronizzate in dispersione acquosa in grado di penetrare in profondità nel supporto realizzando un elevato effetto fissativo e di omogeneizzazione dell'assorbimento.

Vantaggi:
1. Elevato potere di penetrazione ed efficace effetto consolidante, anche in caso di supporti poco porosi
2. Elimina la polverosità dei supporti minerali
3. Incrementa l'adesione al supporto di rivestimenti, finiture ed impermeabilizzanti
4. Essendo inodore e privo di solventi ne è consentita l'applicazione in ambienti chiusi e poco ventilati",https://volteco.com/wp-content/uploads/2024/05/Profix_30_tanica_2024.png,https://volteco.com/it/prodotti/profix-30
PROFIX 40,Volteco,"Fondo pigmentato a base di resine acriliche micronizzate in dispersione acquosa ad elevata capacità coprente, contenente calibrati filler che contribuiscono ad incrementare le proprietà di adesione di successivi rivestimenti o pitture.

Vantaggi:
1. Buona idrorepellenza e traspirabilità al vapore
2. Buona capacità coprente
3. Incrementa l'adesione di CP0, PAINT AIR e PAINT PROTECTION
4. Essendo privo di solventi ne è consentita l'applicazione in ambienti chiusi e poco ventilati",https://volteco.com/wp-content/uploads/2024/05/PROFIX_40_vaso_2024.png,https://volteco.com/it/prodotti/profix-40
TRIPLEZERO-T,Volteco,"Emulsione cremosa pronta all'uso, superidrofobica, atossica che grazie alla sua azione idrorepellente immediata, protegge le murature soggette a fenomeni di assorbimento d'acqua.

Vantaggi:
1. Indicato sia per uso interno che esterno
2. Protezione trasparente e duratura nel tempo
3. Ottima resistenza agli agenti di invecchiamento quali raggi UV, gelo-disgelo, aerosol marino
4. Inodore e privo di solventi",https://volteco.com/wp-content/uploads/2024/05/TRIPLEZERO-T__VASO_DA_5_KG.png,https://volteco.com/it/prodotti/triplezero-t
FIBRO HFR – HIGH FRACTURE RESISTANCE,Volteco,"Betoncino colabile tricomponente ad armatura diffusa con fibre d’acciaio ad alta resistenza ed alto indice di carbonio, ad elevata resistenza residua a trazione (tenacità) ed alte prestazioni meccaniche. FIBRO HFR è conforme al Certificato di Valutazione Tecnica (CVT) n° 02/2025 rilasciato dalla 2a Div.
del STC del CSLP.

Vantaggi:
1. La presenza della fibra in acciaio conferisce un comportamento tenace
2. Applicabile in spessori compresi tra 1 e 10 cm
3. Totale resistenza a fenomeni di carbonatazione
4. Elevatissime resistenze meccaniche a compressione e flessione",https://volteco.com/wp-content/uploads/2025/02/FIBRO_GROUP_A.png,https://volteco.com/it/prodotti/fibro-hfr-high-fracture-resistance
FIBROeRASO,Volteco,"Malta tixotropica semirapida a medio modulo elastico e ritiro controllato, a base di cemento solfoalluminoso e rinforzata con microfibre sintetiche, indicata per il ripristino strutturale, la rasatura e la protezione del calcestruzzo armato con un’ottima finitura superficiale.

Vantaggi:
1. Elevata impermeabilità
2. Facile lavorabilità e velocità di applicazione
3. Elevata resistenza alla carbonatazione
4. Ottima adesione al calcestruzzo e ai ferri di armatura",https://volteco.com/wp-content/uploads/2024/05/FIBROeRASO___2024_sacco.png,https://volteco.com/it/prodotti/fibroeraso
FIBROMIX 40,Volteco,"Malta tixotropica fibrorinforzata a medio modulo elastico e a ritiro controllato, ideale per ripristini strutturali del calcestruzzo armato.

Vantaggi:
1. Elevata impermeabilità
2. Buona resistenza alle aggressioni degli agenti chimici atmosferici
3. Ottima adesione al calcestruzzo e ai ferri di armatura
4. Colorazione chiara",https://volteco.com/wp-content/uploads/2024/05/FIBRO40___2024_04.png,https://volteco.com/it/prodotti/fibromix-40
FLEXOMIX 30,Volteco,"Malta cementizia polimero modificata a basso modulo elastico tixotropica e fibrorinforzata che consente in un'unica soluzione il ripristino volumetrico di ricostruzioni del calcestruzzo armato con un'ottima finitura superficiale.

Vantaggi:
1. Elevata impermeabilità
2. Buona resistenza alle aggressioni degli agenti chimici atmosferici
3. Basso modulo elastico in grado di seguire la struttura nei suoi movimenti
4. Ottima tixotropia che consente l'applicazione senza necessità di casseratura",https://volteco.com/wp-content/uploads/2024/05/FLEXO30___2024_sacco.png,https://volteco.com/it/prodotti/flexomix-30
SANOFER,Volteco,"Rivestimento protettivo cementizio specifico per la salvaguardia dei ferri di armatura.

Vantaggi:
1. Efficace anche sui ferri già corrosi dalla ruggine
2. Ottimo aggrappo per le successive malte da ripristino
3. Facile e veloce applicazione
4. Utilizzo direttamente sulle barre d'acciaio in vista",https://volteco.com/wp-content/uploads/2024/11/SANOFER_vaso_2024.png,https://volteco.com/it/prodotti/sanofer
